Date,DateStamp,Open,High,Low,Close,Volume
2024-06-16 04:39:00,1718512740000,66191.97,66195.72,66171.64,66171.65,6.47445
2024-06-16 04:40:00,1718512800000,66171.65,66171.65,66171.64,66171.65,1.44943
2024-06-16 04:41:00,1718512860000,66171.65,66182.77,66171.64,66182.77,1.99066
2024-06-16 04:42:00,1718512920000,66182.76,66199.0,66182.76,66199.0,5.43722
2024-06-16 04:43:00,1718512980000,66199.0,66199.0,66198.99,66199.0,3.23732
2024-06-16 04:44:00,1718513040000,66199.0,66199.0,66198.99,66199.0,0.73135
2024-06-16 04:45:00,1718513100000,66199.0,66202.83,66198.99,66202.83,6.7346
2024-06-16 04:46:00,1718513160000,66202.83,66207.72,66190.0,66190.01,9.98914
2024-06-16 04:47:00,1718513220000,66190.0,66190.01,66180.0,66180.01,2.73
2024-06-16 04:48:00,1718513280000,66180.0,66180.01,66168.0,66168.01,6.82908
2024-06-16 04:49:00,1718513340000,66168.01,66168.01,66167.93,66167.94,0.64515
2024-06-16 04:50:00,1718513400000,66167.94,66167.94,66160.0,66160.01,2.66714
2024-06-16 04:51:00,1718513460000,66160.01,66168.0,66160.01,66168.0,1.71242
2024-06-16 04:52:00,1718513520000,66168.0,66168.0,66160.0,66160.01,1.72683
2024-06-16 04:53:00,1718513580000,66160.0,66160.01,66160.0,66160.0,2.9818
2024-06-16 04:54:00,1718513640000,66160.0,66163.7,66160.0,66163.7,1.40426
2024-06-16 04:55:00,1718513700000,66163.69,66167.99,66163.69,66167.99,1.8612
2024-06-16 04:56:00,1718513760000,66167.99,66170.0,66167.98,66170.0,1.11378
2024-06-16 04:57:00,1718513820000,66169.99,66170.0,66169.99,66170.0,1.32039
2024-06-16 04:58:00,1718513880000,66169.99,66170.0,66166.01,66166.02,1.22873
2024-06-16 04:59:00,1718513940000,66166.01,66166.02,66166.01,66166.02,0.62767
2024-06-16 05:00:00,1718514000000,66166.02,66176.02,66166.01,66176.02,5.00795
2024-06-16 05:01:00,1718514060000,66176.01,66212.82,66176.01,66212.82,5.05313
2024-06-16 05:02:00,1718514120000,66212.82,66212.83,66212.81,66212.83,1.69794
2024-06-16 05:03:00,1718514180000,66212.82,66212.83,66200.0,66200.01,3.05042
2024-06-16 05:04:00,1718514240000,66200.0,66215.34,66200.0,66215.34,3.63486
2024-06-16 05:05:00,1718514300000,66215.34,66220.0,66200.0,66200.01,14.93505
2024-06-16 05:06:00,1718514360000,66200.0,66200.01,66200.0,66200.01,2.19724
2024-06-16 05:07:00,1718514420000,66200.0,66203.34,66200.0,66203.34,3.56173
2024-06-16 05:08:00,1718514480000,66203.34,66203.34,66203.33,66203.34,0.46837
2024-06-16 05:09:00,1718514540000,66203.34,66203.34,66200.15,66200.16,7.80216
2024-06-16 05:10:00,1718514600000,66200.15,66200.16,66184.0,66184.01,2.8806
2024-06-16 05:11:00,1718514660000,66184.01,66184.01,66184.0,66184.01,1.94566
2024-06-16 05:12:00,1718514720000,66184.01,66184.01,66184.0,66184.01,1.57496
2024-06-16 05:13:00,1718514780000,66184.01,66184.01,66184.0,66184.01,1.22677
2024-06-16 05:14:00,1718514840000,66184.0,66184.01,66184.0,66184.01,1.7078
2024-06-16 05:15:00,1718514900000,66184.01,66184.01,66184.0,66184.01,1.33794
2024-06-16 05:16:00,1718514960000,66184.01,66199.91,66184.01,66199.91,3.06299
2024-06-16 05:17:00,1718515020000,66199.91,66199.91,66199.9,66199.91,3.18349
2024-06-16 05:18:00,1718515080000,66199.91,66208.0,66199.9,66208.0,2.55126
2024-06-16 05:19:00,1718515140000,66208.0,66208.0,66207.99,66208.0,1.71503
2024-06-16 05:20:00,1718515200000,66208.0,66208.0,66207.99,66208.0,0.52901
2024-06-16 05:21:00,1718515260000,66208.0,66221.74,66208.0,66216.13,14.12875
2024-06-16 05:22:00,1718515320000,66216.12,66216.13,66216.12,66216.13,1.7489
2024-06-16 05:23:00,1718515380000,66216.12,66216.13,66216.0,66216.01,6.24174
2024-06-16 05:24:00,1718515440000,66216.01,66216.01,66216.0,66216.01,2.50822
2024-06-16 05:25:00,1718515500000,66216.01,66221.99,66216.0,66221.99,4.77753
2024-06-16 05:26:00,1718515560000,66221.99,66226.99,66221.98,66223.37,15.99176
2024-06-16 05:27:00,1718515620000,66223.36,66223.37,66222.01,66222.02,1.44559
2024-06-16 05:28:00,1718515680000,66222.02,66222.02,66219.89,66219.9,4.05529
2024-06-16 05:29:00,1718515740000,66219.89,66219.9,66217.74,66217.75,3.81435
2024-06-16 05:30:00,1718515800000,66217.75,66217.75,66217.74,66217.75,3.04819
2024-06-16 05:31:00,1718515860000,66217.75,66217.75,66217.74,66217.75,1.21864
2024-06-16 05:32:00,1718515920000,66217.74,66238.76,66217.74,66235.11,49.51375
2024-06-16 05:33:00,1718515980000,66235.1,66236.22,66235.1,66236.21,4.58859
2024-06-16 05:34:00,1718516040000,66236.22,66247.1,66235.1,66235.11,8.97303
2024-06-16 05:35:00,1718516100000,66235.11,66235.11,66235.1,66235.11,2.55289
2024-06-16 05:36:00,1718516160000,66235.1,66235.11,66223.65,66223.66,5.00845
2024-06-16 05:37:00,1718516220000,66223.66,66223.66,66220.1,66220.11,13.30341
2024-06-16 05:38:00,1718516280000,66220.11,66220.11,66220.1,66220.11,1.19454
2024-06-16 05:39:00,1718516340000,66220.11,66220.11,66220.1,66220.11,1.85051
2024-06-16 05:40:00,1718516400000,66220.1,66220.11,66220.1,66220.11,1.84732
2024-06-16 05:41:00,1718516460000,66220.11,66220.11,66220.1,66220.11,0.70518
2024-06-16 05:42:00,1718516520000,66220.11,66220.11,66200.38,66200.39,5.35675
2024-06-16 05:43:00,1718516580000,66200.38,66200.39,66200.38,66200.39,2.24016
2024-06-16 05:44:00,1718516640000,66200.39,66200.39,66200.38,66200.39,1.13229
2024-06-16 05:45:00,1718516700000,66200.39,66200.39,66200.38,66200.39,4.35501
2024-06-16 05:46:00,1718516760000,66200.39,66208.0,66200.38,66208.0,5.68088
2024-06-16 05:47:00,1718516820000,66207.99,66208.0,66207.99,66208.0,0.3241
2024-06-16 05:48:00,1718516880000,66208.0,66216.0,66207.99,66216.0,4.7221
2024-06-16 05:49:00,1718516940000,66215.99,66224.0,66215.99,66224.0,2.26078
2024-06-16 05:50:00,1718517000000,66224.0,66224.0,66223.99,66223.99,0.74051
2024-06-16 05:51:00,1718517060000,66224.0,66224.0,66223.99,66224.0,1.22497
2024-06-16 05:52:00,1718517120000,66224.0,66234.0,66223.99,66234.0,12.01826
2024-06-16 05:53:00,1718517180000,66234.0,66240.0,66233.99,66240.0,12.96554
2024-06-16 05:54:00,1718517240000,66240.0,66244.0,66239.99,66244.0,3.03479
2024-06-16 05:55:00,1718517300000,66243.99,66244.0,66234.37,66234.38,1.98999
2024-06-16 05:56:00,1718517360000,66234.37,66234.38,66234.37,66234.38,0.77667
2024-06-16 05:57:00,1718517420000,66234.38,66239.81,66234.38,66239.81,5.36711
2024-06-16 05:58:00,1718517480000,66239.8,66258.0,66239.8,66258.0,7.39671
2024-06-16 05:59:00,1718517540000,66258.0,66264.0,66257.99,66264.0,3.54827
2024-06-16 06:00:00,1718517600000,66264.0,66280.0,66263.99,66280.0,8.73417
2024-06-16 06:01:00,1718517660000,66280.0,66280.0,66265.26,66265.27,6.82338
2024-06-16 06:02:00,1718517720000,66265.27,66272.9,66265.26,66272.9,3.92245
2024-06-16 06:03:00,1718517780000,66272.9,66275.0,66272.89,66272.9,9.62661
2024-06-16 06:04:00,1718517840000,66272.89,66272.9,66265.26,66268.72,8.3946
2024-06-16 06:05:00,1718517900000,66268.72,66268.72,66267.16,66267.17,4.60866
2024-06-16 06:06:00,1718517960000,66267.17,66267.17,66267.0,66267.01,2.66943
2024-06-16 06:07:00,1718518020000,66267.0,66267.01,66254.0,66254.01,5.81145
2024-06-16 06:08:00,1718518080000,66254.01,66254.01,66230.69,66231.69,14.72845
2024-06-16 06:09:00,1718518140000,66231.69,66231.69,66226.15,66226.16,8.93759
2024-06-16 06:10:00,1718518200000,66226.16,66226.16,66223.67,66223.68,2.50371
2024-06-16 06:11:00,1718518260000,66223.68,66223.68,66223.67,66223.68,1.80547
2024-06-16 06:12:00,1718518320000,66223.68,66223.68,66223.67,66223.68,1.58191
2024-06-16 06:13:00,1718518380000,66223.67,66223.68,66223.67,66223.68,0.83671
2024-06-16 06:14:00,1718518440000,66223.67,66223.68,66223.67,66223.68,1.08065
2024-06-16 06:15:00,1718518500000,66223.67,66240.0,66223.67,66240.0,3.90589
2024-06-16 06:16:00,1718518560000,66240.0,66240.0,66239.99,66240.0,0.56801
2024-06-16 06:17:00,1718518620000,66240.0,66247.21,66239.99,66247.21,3.82719
2024-06-16 06:18:00,1718518680000,66247.2,66247.21,66247.2,66247.21,18.25489
2024-06-16 06:19:00,1718518740000,66247.21,66247.21,66242.48,66242.49,10.69414
2024-06-16 06:20:00,1718518800000,66242.49,66247.0,66242.47,66247.0,13.53616
2024-06-16 06:21:00,1718518860000,66246.99,66247.0,66246.99,66247.0,0.78265
2024-06-16 06:22:00,1718518920000,66247.0,66247.0,66246.99,66247.0,0.9395
2024-06-16 06:23:00,1718518980000,66247.0,66247.0,66246.62,66246.63,3.20475
2024-06-16 06:24:00,1718519040000,66246.62,66246.62,66240.0,66240.01,1.99287
2024-06-16 06:25:00,1718519100000,66240.01,66240.01,66239.58,66239.59,3.97472
2024-06-16 06:26:00,1718519160000,66239.59,66239.59,66228.0,66228.01,2.36295
2024-06-16 06:27:00,1718519220000,66228.01,66228.01,66228.0,66228.01,9.42461
2024-06-16 06:28:00,1718519280000,66228.01,66228.01,66223.67,66223.68,1.96932
2024-06-16 06:29:00,1718519340000,66223.67,66223.68,66222.73,66222.74,3.69736
2024-06-16 06:30:00,1718519400000,66222.74,66222.74,66217.31,66217.32,1.63408
2024-06-16 06:31:00,1718519460000,66217.32,66217.32,66217.31,66217.32,1.41593
2024-06-16 06:32:00,1718519520000,66217.31,66223.62,66217.31,66223.62,4.83654
2024-06-16 06:33:00,1718519580000,66223.61,66223.62,66223.6,66223.61,5.0275
2024-06-16 06:34:00,1718519640000,66223.6,66223.61,66220.81,66220.82,1.22523
2024-06-16 06:35:00,1718519700000,66220.82,66220.82,66200.89,66200.9,13.51256
2024-06-16 06:36:00,1718519760000,66200.89,66200.9,66200.89,66200.9,0.73461
2024-06-16 06:37:00,1718519820000,66200.89,66200.9,66178.77,66178.78,15.49283
2024-06-16 06:38:00,1718519880000,66178.78,66178.78,66178.77,66178.78,5.89292
2024-06-16 06:39:00,1718519940000,66178.78,66184.34,66178.77,66184.34,4.46997
2024-06-16 06:40:00,1718520000000,66184.34,66184.34,66184.33,66184.34,0.67207
2024-06-16 06:41:00,1718520060000,66184.34,66188.0,66184.33,66188.0,1.24296
2024-06-16 06:42:00,1718520120000,66188.0,66193.24,66188.0,66193.06,22.67894
2024-06-16 06:43:00,1718520180000,66193.05,66194.65,66193.05,66194.65,4.61842
2024-06-16 06:44:00,1718520240000,66194.65,66200.95,66194.64,66200.95,10.81248
2024-06-16 06:45:00,1718520300000,66200.95,66232.0,66200.94,66232.0,8.26705
2024-06-16 06:46:00,1718520360000,66232.0,66232.0,66231.99,66232.0,0.66556
2024-06-16 06:47:00,1718520420000,66231.99,66250.01,66231.99,66250.01,17.36354
2024-06-16 06:48:00,1718520480000,66250.0,66260.01,66250.0,66260.01,9.98353
2024-06-16 06:49:00,1718520540000,66260.0,66279.49,66260.0,66277.73,7.60425
2024-06-16 06:50:00,1718520600000,66277.73,66293.75,66270.0,66280.36,30.18841
2024-06-16 06:51:00,1718520660000,66280.36,66317.96,66280.36,66313.19,40.84453
2024-06-16 06:52:00,1718520720000,66313.19,66318.14,66313.18,66318.14,5.57411
2024-06-16 06:53:00,1718520780000,66318.14,66341.77,66318.13,66341.77,7.58163
2024-06-16 06:54:00,1718520840000,66341.77,66358.21,66341.76,66358.21,8.25216
2024-06-16 06:55:00,1718520900000,66358.2,66360.18,66358.2,66360.18,9.70444
2024-06-16 06:56:00,1718520960000,66360.17,66360.18,66350.0,66350.01,6.25784
2024-06-16 06:57:00,1718521020000,66350.0,66350.0,66312.0,66312.01,9.57368
2024-06-16 06:58:00,1718521080000,66312.01,66312.01,66312.0,66312.01,0.94608
2024-06-16 06:59:00,1718521140000,66312.0,66312.01,66312.0,66312.01,1.84792
2024-06-16 07:00:00,1718521200000,66312.01,66338.99,66312.0,66333.22,11.3789
2024-06-16 07:01:00,1718521260000,66333.22,66333.22,66325.82,66325.83,9.33096
2024-06-16 07:02:00,1718521320000,66325.83,66325.83,66304.0,66312.0,5.82113
2024-06-16 07:03:00,1718521380000,66312.0,66328.16,66311.99,66328.16,2.96037
2024-06-16 07:04:00,1718521440000,66328.15,66331.69,66328.15,66331.69,1.56199
2024-06-16 07:05:00,1718521500000,66331.69,66341.43,66331.68,66341.43,10.41903
2024-06-16 07:06:00,1718521560000,66341.43,66341.43,66341.42,66341.43,2.78112
2024-06-16 07:07:00,1718521620000,66341.42,66341.43,66341.42,66341.43,1.07627
2024-06-16 07:08:00,1718521680000,66341.43,66344.53,66341.42,66344.53,4.40049
2024-06-16 07:09:00,1718521740000,66344.53,66357.97,66344.52,66357.97,16.07311
2024-06-16 07:10:00,1718521800000,66357.97,66357.97,66345.08,66345.09,10.84702
