Date,DateStamp,Open,High,Low,Close,Volume
2024-06-05 01:30:00,1717551000000,71002.13,71275.0,70885.2,71003.64,672.62574
2024-06-05 01:45:00,1717551900000,71003.64,71135.47,70918.21,70986.3,279.97855
2024-06-05 02:00:00,1717552800000,70986.29,71011.42,70672.08,70776.02,491.33318
2024-06-05 02:15:00,1717553700000,70776.02,70984.24,70776.01,70977.16,261.76643
2024-06-05 02:30:00,1717554600000,70977.15,71140.3,70872.83,70960.3,389.55645
2024-06-05 02:45:00,1717555500000,70960.31,70960.31,70821.09,70837.96,254.64353
2024-06-05 03:00:00,1717556400000,70837.96,70941.84,70782.06,70824.3,230.35338
2024-06-05 03:15:00,1717557300000,70824.3,70878.8,70792.0,70870.0,170.54125
2024-06-05 03:30:00,1717558200000,70870.0,70907.89,70768.0,70818.0,209.52523
2024-06-05 03:45:00,1717559100000,70818.0,70991.73,70817.99,70947.58,175.91005
2024-06-05 04:00:00,1717560000000,70947.58,70967.56,70826.15,70948.99,217.22637
2024-06-05 04:15:00,1717560900000,70949.0,71045.04,70927.23,71030.9,245.58706
2024-06-05 04:30:00,1717561800000,71030.9,71260.0,71012.0,71208.25,617.47992
2024-06-05 04:45:00,1717562700000,71208.24,71239.13,71097.06,71168.53,277.97826
2024-06-05 05:00:00,1717563600000,71168.54,71196.0,70900.12,70900.12,309.07523
2024-06-05 05:15:00,1717564500000,70900.12,71062.89,70884.61,71034.99,170.42663
2024-06-05 05:30:00,1717565400000,71035.0,71035.0,70890.0,70891.59,157.43334
2024-06-05 05:45:00,1717566300000,70891.6,71046.19,70891.59,70999.99,167.65279
2024-06-05 06:00:00,1717567200000,70999.99,71000.0,70850.0,70874.21,303.37263
2024-06-05 06:15:00,1717568100000,70874.21,71008.0,70850.0,70973.22,265.14049
2024-06-05 06:30:00,1717569000000,70973.23,71100.0,70896.0,71093.01,342.15801
2024-06-05 06:45:00,1717569900000,71093.01,71150.0,70992.0,71119.05,321.03593
2024-06-05 07:00:00,1717570800000,71119.06,71194.78,71076.22,71147.99,217.73184
2024-06-05 07:15:00,1717571700000,71148.0,71214.26,71063.41,71065.39,213.30417
2024-06-05 07:30:00,1717572600000,71065.4,71358.49,71032.6,71346.91,435.53057
2024-06-05 07:45:00,1717573500000,71346.91,71379.21,71100.0,71200.0,431.36634
2024-06-05 08:00:00,1717574400000,71199.99,71243.6,71041.82,71061.88,261.48881
2024-06-05 08:15:00,1717575300000,71061.88,71145.95,71032.6,71103.83,202.1693
2024-06-05 08:30:00,1717576200000,71103.83,71136.0,71010.0,71039.9,179.79312
2024-06-05 08:45:00,1717577100000,71039.91,71075.6,70880.4,70927.57,452.09263
2024-06-05 09:00:00,1717578000000,70927.57,70990.0,70861.0,70902.21,148.64721
2024-06-05 09:15:00,1717578900000,70902.2,71032.08,70902.2,70989.36,218.72574
2024-06-05 09:30:00,1717579800000,70989.36,71013.59,70835.0,70839.46,234.60615
2024-06-05 09:45:00,1717580700000,70839.46,70912.53,70825.0,70894.19,156.72794
2024-06-05 10:00:00,1717581600000,70894.2,70908.59,70801.01,70840.68,175.36527
2024-06-05 10:15:00,1717582500000,70840.67,70862.19,70728.0,70778.82,242.64495
2024-06-05 10:30:00,1717583400000,70778.81,70844.0,70725.03,70777.88,243.19049
2024-06-05 10:45:00,1717584300000,70777.88,70904.57,70750.55,70800.33,199.42855
2024-06-05 11:00:00,1717585200000,70800.33,70861.93,70694.61,70861.92,171.84112
2024-06-05 11:15:00,1717586100000,70861.92,70999.0,70830.9,70900.0,153.42898
2024-06-05 11:30:00,1717587000000,70900.0,70988.97,70855.64,70971.99,159.9592
2024-06-05 11:45:00,1717587900000,70971.99,71093.96,70940.0,70971.71,255.2174
2024-06-05 12:00:00,1717588800000,70971.7,70971.71,70838.0,70847.99,190.50759
2024-06-05 12:15:00,1717589700000,70848.0,71030.0,70652.6,70774.03,368.48113
